sys_nm,species,cuid,cunamepse,region,GFE_ID,streamid,lat,lon
PERRY CREEK,Chum,500,Smith Inlet,Central Coast,390.0,734,51.44194367,-127.3864229
PHOENIX CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1962.0,2790,53.89496877,-130.5079427
PIKE CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1039.0,6573,53.67252032,-128.800662
PIKE CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1039.0,4531,53.67252032,-128.800662
PIKE CREEK,Coho,523,Northern Coastal Streams,Central Coast,1039.0,3440,53.67252032,-128.800662
PIKE CREEK,Chum,508,Douglas-Gardner,Central Coast,1039.0,1075,53.67252032,-128.800662
PIKE CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1039.0,5535,53.67252032,-128.800662
PINE CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1049.0,4540,54.03498448,-128.620931
PINE CREEK,Chum,508,Douglas-Gardner,Central Coast,1049.0,1083,54.03498448,-128.620931
PINE CREEK,Coho,522,Douglas Channel-Kitimat Arm,Central Coast,1049.0,3450,54.03498448,-128.620931
PINE RIVER,Lake sockeye,539,Pine River,Central Coast,997.0,6659,52.65286361,-128.0513318
PINE RIVER,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,997.0,4682,52.65286361,-128.0513318
PINE RIVER,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,997.0,5683,52.65286361,-128.0513318
PINE RIVER,Coho,520,Hecate Strait Mainland,Central Coast,997.0,3631,52.65286361,-128.0513318
PINE RIVER,Chum,503,Spiller-Fitz-Hugh-Burke,Central Coast,997.0,1257,52.65286361,-128.0513318
POISON COVE CREEK,Chinook,514,North & Central Coast-Late,Central Coast,1014.0,2003,52.90099197,-128.0214545
POISON COVE CREEK,Coho,519,Mussel-Kynoch,Central Coast,1014.0,3648,52.90099197,-128.0214545
POISON COVE CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1014.0,6670,52.90099197,-128.0214545
POISON COVE CREEK,Chum,507,Mussel-Kynoch,Central Coast,1014.0,1274,52.90099197,-128.0214545
POISON COVE CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1014.0,5700,52.90099197,-128.0214545
POISON COVE CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1014.0,4698,52.90099197,-128.0214545
PORCHER CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1961.0,2789,53.9843422,-130.434897
PORT STEPHENS CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1921.0,5155,53.36514733,-129.6487927
PORT STEPHENS CREEK,Chum,506,Hecate Lowlands,Central Coast,1921.0,650,53.36514733,-129.6487927
PORT STEPHENS CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1921.0,4270,53.36514733,-129.6487927
PORT STEPHENS CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1921.0,2751,53.36514733,-129.6487927
POWERLINES CREEK,Coho,522,Douglas Channel-Kitimat Arm,Central Coast,1056.0,3457,54.10798661,-128.6050638
POWLES CREEK,Lake sockeye,586,Powles Creek,Central Coast,1842.0,6106,52.70288154,-128.7424621
POWLES CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1842.0,4188,52.70288154,-128.7424621
POWLES CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1842.0,5077,52.70288154,-128.7424621
POWLES CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1842.0,2674,52.70288154,-128.7424621
POWLES CREEK,Chum,506,Hecate Lowlands,Central Coast,1842.0,573,52.70288154,-128.7424621
PRICE CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1817.0,4186,52.47058586,-128.7337224
PRICE CREEK,Lake sockeye,587,Price Creek,Central Coast,1817.0,6104,52.47058586,-128.7337224
PRICE CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1817.0,5075,52.47058586,-128.7337224
PRICE CREEK,Chum,506,Hecate Lowlands,Central Coast,1817.0,571,52.47058586,-128.7337224
PRICE CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1817.0,2672,52.47058586,-128.7337224
PYNE CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1855.0,5092,52.84861233,-128.8130831
PYNE CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1855.0,2689,52.84861233,-128.8130831
PYNE CREEK,Chum,506,Hecate Lowlands,Central Coast,1855.0,586,52.84861233,-128.8130831
PYNE CREEK,River sockeye,615,Northern Coastal Streams (river-type),Central Coast,1855.0,6115,52.84861233,-128.8130831
PYNE CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1855.0,4205,52.84861233,-128.8130831
QUAAL RIVER,Coho,520,Hecate Strait Mainland,Central Coast,1086.0,3692,53.64819487,-129.3034067
QUAAL RIVER,Lake sockeye,529,Backland,Central Coast,1086.0,6695,53.64819487,-129.3034067
QUAAL RIVER,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1086.0,5720,53.64819487,-129.3034067
QUAAL RIVER,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1086.0,4719,53.64819487,-129.3034067
QUAAL RIVER,Chum,508,Douglas-Gardner,Central Coast,1086.0,1317,53.64819487,-129.3034067
QUAAL RIVER,Chinook,514,North & Central Coast-Late,Central Coast,1086.0,2030,53.64819487,-129.3034067
QUARTCHA CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,993.0,4679,52.51538598,-127.8415488
QUARTCHA CREEK,Chum,503,Spiller-Fitz-Hugh-Burke,Central Coast,993.0,1253,52.51538598,-127.8415488
QUARTCHA CREEK,Coho,523,Northern Coastal Streams,Central Coast,993.0,3628,52.51538598,-127.8415488
QUARTCHA CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,993.0,5680,52.51538598,-127.8415488
QUARTCHA CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,993.0,6657,52.51538598,-127.8415488
QUASHELLA RIVER,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,909.0,5481,51.20936458,-127.4154383
QUATLENA RIVER,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,961.0,4649,52.03142079,-127.6121506
QUATLENA RIVER,Chum,503,Spiller-Fitz-Hugh-Burke,Central Coast,961.0,1222,52.03142079,-127.6121506
QUATLENA RIVER,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,961.0,6638,52.03142079,-127.6121506
QUATLENA RIVER,Coho,523,Northern Coastal Streams,Central Coast,961.0,3602,52.03142079,-127.6121506
QUATLENA RIVER,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,961.0,5650,52.03142079,-127.6121506
QUIGLEY CREEK,River sockeye,615,Northern Coastal Streams (river-type),Central Coast,1841.0,6105,52.65442129,-128.7348686
QUIGLEY CREEK,Chum,506,Hecate Lowlands,Central Coast,1841.0,572,52.65442129,-128.7348686
QUIGLEY CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1841.0,2673,52.65442129,-128.7348686
QUIGLEY CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1841.0,5076,52.65442129,-128.7348686
QUIGLEY CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1841.0,4187,52.65442129,-128.7348686
RAINBOW CREEK,Chum,503,Spiller-Fitz-Hugh-Burke,Central Coast,990.0,1250,52.45167677,-127.728136
RAINBOW CREEK,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,899.0,5479,51.13424189,-126.7202561
RAINBOW CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,990.0,10328,52.45167677,-127.728136
RAINBOW CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,990.0,5677,52.45167677,-127.728136
RAINBOW CREEK,Coho,523,Northern Coastal Streams,Central Coast,990.0,3625,52.45167677,-127.728136
RALEY CREEK,Coho,522,Douglas Channel-Kitimat Arm,Central Coast,1063.0,3462,54.18028516,-128.6810001
RALEY CREEK,Chum,508,Douglas-Gardner,Central Coast,1063.0,1090,54.18028516,-128.6810001
RAWLINSON ANCHORAGE CREEK,Chum,506,Hecate Lowlands,Central Coast,1946.0,674,53.56706023,-130.5142381
RAWLINSON ANCHORAGE CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1946.0,5178,53.56706023,-130.5142381
RAWLINSON ANCHORAGE CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1946.0,4293,53.56706023,-130.5142381
RAWLINSON ANCHORAGE CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1946.0,2775,53.56706023,-130.5142381
REAK CREEK,Chum,506,Hecate Lowlands,Central Coast,1826.0,378,52.70675687,-128.3073089
RED BLUFF CREEK,Coho,520,Hecate Strait Mainland,Central Coast,2747.0,2144,53.47567739,-129.5156407
RESCUE BAY CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,7990591.0,5391,52.51559806,-128.2951398
RESCUE BAY CREEK,Coho,520,Hecate Strait Mainland,Central Coast,7990591.0,3198,52.51559806,-128.2951398
RESCUE BAY CREEK,Chum,506,Hecate Lowlands,Central Coast,7990591.0,878,52.51559806,-128.2951398
RETURN CHANNEL CREEKS,Chum,503,Spiller-Fitz-Hugh-Burke,Central Coast,7990588.0,10466,52.276281,-128.135232
RETURN CHANNEL CREEKS,Pink (even),608,Hecate Lowlands (even),Central Coast,7990588.0,10469,52.276281,-128.135232
RETURN CHANNEL CREEKS,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,7990588.0,10470,52.276281,-128.135232
RIORDAN CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1905.0,4254,53.43369035,-128.9584732
RIORDAN CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1905.0,5139,53.43369035,-128.9584732
RIORDAN CREEK,Chum,508,Douglas-Gardner,Central Coast,1905.0,634,53.43369035,-128.9584732
RIORDAN CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1905.0,6149,53.43369035,-128.9584732
RIORDAN CREEK,Coho,523,Northern Coastal Streams,Central Coast,1905.0,2736,53.43369035,-128.9584732
ROBERT ARM CREEK,Coho,516,Smith Inlet,Central Coast,927.0,3357,51.40335756,-127.4765038
ROBERT ARM CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,927.0,5489,51.40335756,-127.4765038
ROBINSON CREEKS,River sockeye,615,Northern Coastal Streams (river-type),Central Coast,1815.0,6102,52.44566796,-128.2945064
ROBINSON CREEKS,Chum,506,Hecate Lowlands,Central Coast,1815.0,569,52.44566796,-128.2945064
ROBINSON CREEKS,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1815.0,5073,52.44566796,-128.2945064
ROBINSON CREEKS,Pink (even),608,Hecate Lowlands (even),Central Coast,1815.0,4184,52.44566796,-128.2945064
ROBO'S CREEK,Coho,518,Bella Coola-Dean Rivers,Central Coast,2769.0,2130,52.38943327,-126.6250551
ROLAND CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1866.0,4216,52.95584244,-129.1315474
ROLAND CREEK,Chum,506,Hecate Lowlands,Central Coast,1866.0,596,52.95584244,-129.1315474
ROLAND CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1866.0,2700,52.95584244,-129.1315474
ROLAND CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1866.0,5102,52.95584244,-129.1315474
RONALD CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1851.0,5088,52.94241648,-128.6842255
RONALD CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1851.0,4201,52.94241648,-128.6842255
RONALD CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1851.0,2685,52.94241648,-128.6842255
RONALD CREEK,Chum,506,Hecate Lowlands,Central Coast,1851.0,582,52.94241648,-128.6842255
RONALD CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1851.0,6112,52.94241648,-128.6842255
ROSCOE CREEK,Coho,523,Northern Coastal Streams,Central Coast,991.0,3626,52.47518334,-127.743249
ROSCOE CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,991.0,6656,52.47518334,-127.743249
ROSCOE CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,991.0,5678,52.47518334,-127.743249
ROSCOE CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,991.0,4677,52.47518334,-127.743249
ROSCOE CREEK,Chum,503,Spiller-Fitz-Hugh-Burke,Central Coast,991.0,1251,52.47518334,-127.743249
ROWLEY CREEK,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,912.0,5482,51.12770608,-127.6164442
RYAN CREEK,Lake sockeye,589,Ryan Creek,Central Coast,1949.0,6177,53.6182777,-130.1287694
RYAN CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1949.0,2778,53.6182777,-130.1287694
RYAN CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1949.0,5181,53.6182777,-130.1287694
RYAN CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1949.0,4296,53.6182777,-130.1287694
RYAN CREEK,Chum,506,Hecate Lowlands,Central Coast,1949.0,677,53.6182777,-130.1287694
SAGAR CREEK,Chum,503,Spiller-Fitz-Hugh-Burke,Central Coast,1794.0,554,52.09708849,-127.8398999
SAGAR CREEK,River sockeye,615,Northern Coastal Streams (river-type),Central Coast,1794.0,10645,52.09708849,-127.8398999
SAGAR CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1794.0,2657,52.09708849,-127.8398999
SAGAR CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1794.0,5059,52.09708849,-127.8398999
SAGAR CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1794.0,4169,52.09708849,-127.8398999
SALLOOMT RIVER,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,3403.0,4786,52.39781275,-126.5377784
SALLOOMT RIVER,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,3403.0,3785,52.39781275,-126.5377784
SALLOOMT RIVER,Coho,518,Bella Coola-Dean Rivers,Central Coast,3403.0,2128,52.39781275,-126.5377784
SALLOOMT RIVER,Chum,504,Bella Coola-Dean Rivers,Central Coast,3403.0,29,52.39781275,-126.5377784
SALLOOMT RIVER,Chinook,512,Bella Coola-Bentinck,Central Coast,3403.0,2067,52.39781275,-126.5377784
SALLY CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1804.0,2666,52.20806571,-128.0749039
SALLY CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1804.0,4179,52.20806571,-128.0749039
SALLY CREEK,Chum,503,Spiller-Fitz-Hugh-Burke,Central Coast,1804.0,564,52.20806571,-128.0749039
SALLY CREEK,River sockeye,615,Northern Coastal Streams (river-type),Central Coast,1804.0,6100,52.20806571,-128.0749039
SALLY CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1804.0,5069,52.20806571,-128.0749039
SALMON BAY CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1007.0,4691,52.48238408,-128.1957567
SALMON BAY CREEK,Chum,506,Hecate Lowlands,Central Coast,1007.0,1267,52.48238408,-128.1957567
SALMON BAY CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1007.0,5693,52.48238408,-128.1957567
SALMON BAY CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1007.0,3641,52.48238408,-128.1957567
SALMON CREEK,River sockeye,615,Northern Coastal Streams (river-type),Central Coast,1886.0,6138,52.67494704,-129.187924
SALMON CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1886.0,5122,52.67494704,-129.187924
SALMON CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1886.0,2720,52.67494704,-129.187924
SALMON CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1886.0,4236,52.67494704,-129.187924
SALMON CREEK,Chum,506,Hecate Lowlands,Central Coast,1886.0,616,52.67494704,-129.187924
SALTER LAKE CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1915.0,5149,53.5677494,-129.6566889
SALTER LAKE CREEK,Lake sockeye,590,Salter,Central Coast,1915.0,6154,53.5677494,-129.6566889
SALTER LAKE CREEK,Chum,506,Hecate Lowlands,Central Coast,1915.0,644,53.5677494,-129.6566889
SALTER LAKE CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1915.0,2745,53.5677494,-129.6566889
SALTER LAKE CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1915.0,4264,53.5677494,-129.6566889
SANDELL RIVER,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,933.0,5495,51.56816564,-127.5161208
SANDELL RIVER,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,933.0,4504,51.56816564,-127.5161208
SATO CREEK,Coho,518,Bella Coola-Dean Rivers,Central Coast,2682.0,2127,52.40079562,-126.5091135
SCOW BAY CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1025.0,6563,53.22416356,-128.6625501
SCOW BAY CREEK,Chum,508,Douglas-Gardner,Central Coast,1025.0,1061,53.22416356,-128.6625501
SCOW BAY CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1025.0,4517,53.22416356,-128.6625501
SCOW BAY CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1025.0,5521,53.22416356,-128.6625501
SCOW BAY CREEK,Chinook,515,North & Central Coast-Early,Central Coast,1025.0,1918,53.22416356,-128.6625501
SCOW BAY CREEK,Coho,523,Northern Coastal Streams,Central Coast,1025.0,3426,53.22416356,-128.6625501
SCRIBNER CREEK,Chum,503,Spiller-Fitz-Hugh-Burke,Central Coast,1803.0,563,52.18328305,-127.9827278
SCRIBNER CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1803.0,4178,52.18328305,-127.9827278
SCRIBNER CREEK,River sockeye,615,Northern Coastal Streams (river-type),Central Coast,1803.0,6099,52.18328305,-127.9827278
SCRIBNER CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1803.0,5068,52.18328305,-127.9827278
SCRIBNER CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1803.0,2665,52.18328305,-127.9827278
SENTINEL CREEK,Chum,506,Hecate Lowlands,Central Coast,1881.0,611,52.55077023,-129.0951148
SENTINEL CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1881.0,4231,52.55077023,-129.0951148
SENTINEL CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1881.0,5117,52.55077023,-129.0951148
SENTINEL CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1881.0,2715,52.55077023,-129.0951148
SENTINEL CREEK,River sockeye,615,Northern Coastal Streams (river-type),Central Coast,1881.0,6134,52.55077023,-129.0951148
SEYMOUR RIVER,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,897.0,5478,51.19330668,-126.6725475
SHAW CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1948.0,2777,53.66972584,-130.1293272
SHAW CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1948.0,5180,53.66972584,-130.1293272
SHAW CREEK,Chum,506,Hecate Lowlands,Central Coast,1948.0,676,53.66972584,-130.1293272
SHAW CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1948.0,4295,53.66972584,-130.1293272
SHEEMAHANT RIVER,Lake sockeye,525,Owikeno,Central Coast,943.0,6627,51.74014207,-126.6221249
SHEEMAHANT RIVER,Chinook,510,Rivers Inlet,Central Coast,943.0,1985,51.74014207,-126.6221249
SHEEMAHANT RIVER,Coho,517,Rivers Inlet,Central Coast,943.0,3586,51.74014207,-126.6221249
SHENEEZA CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1926.0,5160,53.54093605,-129.8756454
SHENEEZA CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1926.0,4275,53.54093605,-129.8756454
SHENEEZA CREEK,Chum,506,Hecate Lowlands,Central Coast,1926.0,655,53.54093605,-129.8756454
SHENEEZA CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1926.0,2756,53.54093605,-129.8756454
SHENEEZA CREEK,Lake sockeye,592,Sheneeza Inlet,Central Coast,1926.0,6162,53.54093605,-129.8756454
SHIP POINT CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1810.0,4999,52.08435032,-128.1578794
SHIP POINT CREEK,Lake sockeye,593,Ship Point Creek,Central Coast,1810.0,6072,52.08435032,-128.1578794
SHIP POINT CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1810.0,4099,52.08435032,-128.1578794
SHIP POINT CREEK,Chum,503,Spiller-Fitz-Hugh-Burke,Central Coast,1810.0,481,52.08435032,-128.1578794
SHIP POINT CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1810.0,2589,52.08435032,-128.1578794
SIMOOM SOUND CREEK,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,870.0,5603,50.84913228,-126.4665281
SKENE COVE CREEK,Coho,520,Hecate Strait Mainland,Central Coast,3552.0,2105,53.84433816,-130.3537848
SKIMLETS CREEK,Coho,518,Bella Coola-Dean Rivers,Central Coast,2095.0,2116,52.37717651,-126.6533975
SKIMLETS CREEK,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,2095.0,4780,52.37717651,-126.6533975
SKIMLETS CREEK,Chum,504,Bella Coola-Dean Rivers,Central Coast,2095.0,20,52.37717651,-126.6533975
SKOWQUILTZ RIVER,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,978.0,5665,52.60853844,-127.1699633
SKOWQUILTZ RIVER,Coho,523,Northern Coastal Streams,Central Coast,978.0,3614,52.60853844,-127.1699633
SKOWQUILTZ RIVER,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,978.0,6648,52.60853844,-127.1699633
SKOWQUILTZ RIVER,Chum,504,Bella Coola-Dean Rivers,Central Coast,978.0,1238,52.60853844,-127.1699633
SKOWQUILTZ RIVER,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,978.0,4665,52.60853844,-127.1699633
SKULL CREEK,Chum,506,Hecate Lowlands,Central Coast,1945.0,673,53.53939924,-130.4834153
SKULL CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1945.0,2774,53.53939924,-130.4834153
SKULL CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1945.0,5177,53.53939924,-130.4834153
SKULL CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1945.0,4292,53.53939924,-130.4834153
SMOKEHOUSE CREEK,Lake sockeye,524,Long,Central Coast,916.0,6545,51.28806929,-127.0474637
SMOKEHOUSE CREEK,Coho,516,Smith Inlet,Central Coast,916.0,3350,51.28806929,-127.0474637
SNASS CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1963.0,2679,53.91447189,-130.5740264
SNOOKA CREEK,Coho,518,Bella Coola-Dean Rivers,Central Coast,2243.0,2118,52.36952423,-126.6642634
SNOOTLI CREEK,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,969.0,5657,52.37995087,-126.6387166
SNOOTLI CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,969.0,4657,52.37995087,-126.6387166
SNOOTLI CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,969.0,6643,52.37995087,-126.6387166
SNOOTLI CREEK,Chum,504,Bella Coola-Dean Rivers,Central Coast,969.0,1230,52.37995087,-126.6387166
SNOOTLI CREEK,Coho,518,Bella Coola-Dean Rivers,Central Coast,969.0,3608,52.37995087,-126.6387166
SODA CREEK,Chinook,515,North & Central Coast-Early,Central Coast,1839.0,1556,52.83439164,-128.5490827
SODA CREEK,River sockeye,615,Northern Coastal Streams (river-type),Central Coast,1839.0,6049,52.83439164,-128.5490827
SODA CREEK,Coho,523,Northern Coastal Streams,Central Coast,1839.0,2510,52.83439164,-128.5490827
SODA CREEK,Chum,506,Hecate Lowlands,Central Coast,1839.0,391,52.83439164,-128.5490827
SODA CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1839.0,4024,52.83439164,-128.5490827
SODA CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1839.0,4957,52.83439164,-128.5490827
SOUND POINT LAGOON CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1812.0,2591,52.20256821,-128.4158348
SOUND POINT LAGOON CREEK,Lake sockeye,606,Yaaklele Lagoon,Central Coast,1812.0,6074,52.20256821,-128.4158348
SOUND POINT LAGOON CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1812.0,4100,52.20256821,-128.4158348
SOUND POINT LAGOON CREEK,Chum,506,Hecate Lowlands,Central Coast,1812.0,483,52.20256821,-128.4158348
SPENCER CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1934.0,2764,53.51682557,-130.1232069
SPENCER CREEK,Chum,506,Hecate Lowlands,Central Coast,1934.0,663,53.51682557,-130.1232069
SPENCER CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1934.0,5168,53.51682557,-130.1232069
SPENCER CREEK,Lake sockeye,594,Spencer Creek,Central Coast,1934.0,6166,53.51682557,-130.1232069
SPENCER CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1934.0,4283,53.51682557,-130.1232069
SPILLER LAGOON CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1000.0,3634,52.37596004,-128.2276462
SPILLER LAGOON CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1000.0,4685,52.37596004,-128.2276462
SPILLER LAGOON CREEK,Chum,506,Hecate Lowlands,Central Coast,1000.0,1260,52.37596004,-128.2276462
SPILLER LAGOON CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1000.0,5686,52.37596004,-128.2276462
STANNARD CREEK,Lake sockeye,595,Stannard Creek,Central Coast,1889.0,6141,52.73595588,-129.2619134
STANNARD CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1889.0,5125,52.73595588,-129.2619134
STANNARD CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1889.0,2723,52.73595588,-129.2619134
STANNARD CREEK,Chum,506,Hecate Lowlands,Central Coast,1889.0,619,52.73595588,-129.2619134
STANNARD CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1889.0,4239,52.73595588,-129.2619134
STEELHEAD CREEK,Chum,504,Bella Coola-Dean Rivers,Central Coast,980.0,1240,52.52141324,-127.2685874
STEELHEAD CREEK,Coho,523,Northern Coastal Streams,Central Coast,980.0,3616,52.52141324,-127.2685874
STEELHEAD CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,980.0,5667,52.52141324,-127.2685874
STEELHEAD CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,980.0,4667,52.52141324,-127.2685874
STEEP CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1858.0,5095,52.67246611,-128.8509864
STEEP CREEK,River sockeye,615,Northern Coastal Streams (river-type),Central Coast,1858.0,6118,52.67246611,-128.8509864
STEEP CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1858.0,4208,52.67246611,-128.8509864
